"region","type","year","combined.value","units","data.type","variables"
"Massachusetts","environment",1987,10.7552505,"deg C","","temp.MA"
"Massachusetts","environment",1988,11.275286,"deg C","","temp.MA"
"Massachusetts","environment",1989,12.0072485,"deg C","","temp.MA"
"Massachusetts","environment",1990,11.9066305,"deg C","","temp.MA"
"Massachusetts","environment",1991,12.3728215,"deg C","","temp.MA"
"Massachusetts","environment",1992,10.913906,"deg C","","temp.MA"
"Massachusetts","environment",1993,11.383308,"deg C","","temp.MA"
"Massachusetts","environment",1994,11.6318325,"deg C","","temp.MA"
"Massachusetts","environment",1995,12.235662,"deg C","","temp.MA"
"Massachusetts","environment",1996,10.3761845,"deg C","","temp.MA"
"Massachusetts","environment",1997,11.754993,"deg C","","temp.MA"
"Massachusetts","environment",1998,11.2965185,"deg C","","temp.MA"
"Massachusetts","environment",1999,12.4864145,"deg C","","temp.MA"
"Massachusetts","environment",2000,12.32468,"deg C","","temp.MA"
"Massachusetts","environment",2001,12.278352,"deg C","","temp.MA"
"Massachusetts","environment",2002,12.2686755,"deg C","","temp.MA"
"Massachusetts","environment",2003,11.2515165,"deg C","","temp.MA"
"Massachusetts","environment",2004,10.379969,"deg C","","temp.MA"
"Massachusetts","environment",2005,10.576734,"deg C","","temp.MA"
"Massachusetts","environment",2006,11.78361,"deg C","","temp.MA"
"Massachusetts","environment",2007,11.2779555,"deg C","","temp.MA"
"Massachusetts","environment",2008,11.593428,"deg C","","temp.MA"
"Massachusetts","environment",2009,13.1704345,"deg C","","temp.MA"
"Massachusetts","predator",1978,122.111927,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1979,81.8724235,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1980,69.8980036,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1981,77.51781415,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1982,56.35925115,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1983,72.57587475,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1984,66.7448305,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1985,46.64070835,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1986,44.8586293,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1987,187.9539191,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1988,43.32072285,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1989,52.8431886,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1990,58.1374457,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1991,40.1957049,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1992,70.54648525,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1993,133.56071275,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1994,81.4810195,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1995,102.417707,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1996,65.48795065,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1997,51.30427265,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1998,64.2211719,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",1999,130.37565885,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",2000,103.95679125,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",2001,128.576356,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",2002,63.778828,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",2003,674.9415424,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",2004,156.9194188,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",2005,158.4995676,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",2006,586.58764195,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","predator",2007,63.8343411,"#/tow","trawlsurvey","longsculp.abund , monk.abund , smoothdog.abund , tautog.abund , wolf.abund"
"Massachusetts","prey",1981,14.45,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1982,12.22,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1983,23.48,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1984,20.36,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1985,34.1,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1986,12.36,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1987,2.6,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1988,12.16,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1989,17.24,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1990,68.99,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1991,28.49,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1992,21.61,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1993,9.48,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1994,45.44,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1995,38.61,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1996,43.2,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1997,15.38,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1998,23.28,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",1999,24.26,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",2000,29.9,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",2001,4.07,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",2002,26.08,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",2003,1.62,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",2004,4.2,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",2005,10.88,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",2006,25.82,"#/tow","stockassessment","lob.abund"
"Massachusetts","prey",2007,5.79,"#/tow","stockassessment","lob.abund"
"Newfoundland","Climate",1950,1.4,"","","nao"
"Newfoundland","Climate",1951,-1.26,"","","nao"
"Newfoundland","Climate",1952,0.83,"","","nao"
"Newfoundland","Climate",1953,0.18,"","","nao"
"Newfoundland","Climate",1954,0.13,"","","nao"
"Newfoundland","Climate",1955,-2.52,"","","nao"
"Newfoundland","Climate",1956,-1.73,"","","nao"
"Newfoundland","Climate",1957,1.52,"","","nao"
"Newfoundland","Climate",1958,-1.02,"","","nao"
"Newfoundland","Climate",1959,-0.37,"","","nao"
"Newfoundland","Climate",1960,-1.54,"","","nao"
"Newfoundland","Climate",1961,1.8,"","","nao"
"Newfoundland","Climate",1962,-2.38,"","","nao"
"Newfoundland","Climate",1963,-3.6,"","","nao"
"Newfoundland","Climate",1964,-2.86,"","","nao"
"Newfoundland","Climate",1965,-2.88,"","","nao"
"Newfoundland","Climate",1966,-1.69,"","","nao"
"Newfoundland","Climate",1967,1.28,"","","nao"
"Newfoundland","Climate",1968,-1.04,"","","nao"
"Newfoundland","Climate",1969,-4.89,"","","nao"
"Newfoundland","Climate",1970,-1.89,"","","nao"
"Newfoundland","Climate",1971,-0.96,"","","nao"
"Newfoundland","Climate",1972,0.34,"","","nao"
"Newfoundland","Climate",1973,2.52,"","","nao"
"Newfoundland","Climate",1974,1.23,"","","nao"
"Newfoundland","Climate",1975,1.63,"","","nao"
"Newfoundland","Climate",1976,1.37,"","","nao"
"Newfoundland","Climate",1977,-2.14,"","","nao"
"Newfoundland","Climate",1978,0.17,"","","nao"
"Newfoundland","Climate",1979,-2.25,"","","nao"
"Newfoundland","Climate",1980,0.56,"","","nao"
"Newfoundland","Climate",1981,2.05,"","","nao"
"Newfoundland","Climate",1982,0.8,"","","nao"
"Newfoundland","Climate",1983,3.42,"","","nao"
"Newfoundland","Climate",1984,1.6,"","","nao"
"Newfoundland","Climate",1985,-0.63,"","","nao"
"Newfoundland","Climate",1986,0.5,"","","nao"
"Newfoundland","Climate",1987,-0.75,"","","nao"
"Newfoundland","Climate",1988,0.72,"","","nao"
"Newfoundland","Climate",1989,5.08,"","","nao"
"Newfoundland","Climate",1990,3.96,"","","nao"
"Newfoundland","Climate",1991,1.03,"","","nao"
"Newfoundland","Climate",1992,3.28,"","","nao"
"Newfoundland","Climate",1993,2.67,"","","nao"
"Newfoundland","Climate",1994,3.03,"","","nao"
"Newfoundland","Climate",1995,3.96,"","","nao"
"Newfoundland","Climate",1996,-3.78,"","","nao"
"Newfoundland","Climate",1997,-0.17,"","","nao"
"Newfoundland","Climate",1998,0.72,"","","nao"
"Newfoundland","Climate",1999,1.7,"","","nao"
"Newfoundland","Climate",2000,2.8,"","","nao"
"Newfoundland","Climate",2001,-1.9,"","","nao"
"Newfoundland","Climate",2002,0.76,"","","nao"
"Newfoundland","Climate",2003,0.2,"","","nao"
"Newfoundland","Climate",2004,-0.07,"","","nao"
"Newfoundland","Climate",2005,0.12,"","","nao"
"Newfoundland","Climate",2006,-1.09,"","","nao"
"Newfoundland","Climate",2007,2.79,"","","nao"
"Newfoundland","Climate",2008,2.1,"","","nao"
"Newfoundland","Climate",2009,-0.41,"","","nao"
"Newfoundland","Climate",2010,-4.64,"","","nao"
"Newfoundland","Climate",2011,-1.57,"","","nao"
"Newfoundland","Climate",2012,3.17,"","","nao"
"Newfoundland","Climate",NA,-1.97,"","","nao"
"Newfoundland","effort",1985,77520,"#","","lob.trap"
"Newfoundland","effort",1986,77520,"#","","lob.trap"
"Newfoundland","effort",1987,77520,"#","","lob.trap"
"Newfoundland","effort",1988,77520,"#","","lob.trap"
"Newfoundland","effort",1989,77520,"#","","lob.trap"
"Newfoundland","effort",1990,177300,"#","","lob.trap"
"Newfoundland","effort",1991,177300,"#","","lob.trap"
"Newfoundland","effort",1992,177300,"#","","lob.trap"
"Newfoundland","effort",1993,177300,"#","","lob.trap"
"Newfoundland","effort",1994,177300,"#","","lob.trap"
"Newfoundland","effort",1995,177300,"#","","lob.trap"
"Newfoundland","effort",1996,140200,"#","","lob.trap"
"Newfoundland","effort",1997,140200,"#","","lob.trap"
"Newfoundland","effort",1998,140200,"#","","lob.trap"
"Newfoundland","effort",1999,140200,"#","","lob.trap"
"Newfoundland","effort",2000,136400,"#","","lob.trap"
"Newfoundland","effort",2001,133200,"#","","lob.trap"
"Newfoundland","effort",2002,132400,"#","","lob.trap"
"Newfoundland","effort",2003,132400,"#","","lob.trap"
"Newfoundland","effort",2004,132600,"#","","lob.trap"
"Newfoundland","effort",2005,132400,"#","","lob.trap"
"Newfoundland","effort",2006,132200,"#","","lob.trap"
"Newfoundland","effort",2007,131800,"#","","lob.trap"
"Newfoundland","effort",2008,130800,"#","","lob.trap"
"Newfoundland","effort",2009,128800,"#","","lob.trap"
"Newfoundland","effort",2010,129200,"#","","lob.trap"
"Newfoundland","effort",2011,127600,"#","","lob.trap"
"Newfoundland","effort",2012,122045,"#","","lob.trap"
"Newfoundland","environment",1950,4.80303,"deg C","","temp.hc"
"Newfoundland","environment",1951,6.207868,"deg C","","temp.hc"
"Newfoundland","environment",1952,6.21918,"deg C","","temp.hc"
"Newfoundland","environment",1953,6.059309,"deg C","","temp.hc"
"Newfoundland","environment",1954,5.123757,"deg C","","temp.hc"
"Newfoundland","environment",1955,4.595801,"deg C","","temp.hc"
"Newfoundland","environment",1956,5.199373,"deg C","","temp.hc"
"Newfoundland","environment",1957,4.06939,"deg C","","temp.hc"
"Newfoundland","environment",1958,5.670842,"deg C","","temp.hc"
"Newfoundland","environment",1959,4.607837,"deg C","","temp.hc"
"Newfoundland","environment",1960,5.465395,"deg C","","temp.hc"
"Newfoundland","environment",1961,5.420712,"deg C","","temp.hc"
"Newfoundland","environment",1962,5.423819,"deg C","","temp.hc"
"Newfoundland","environment",1963,5.68314,"deg C","","temp.hc"
"Newfoundland","environment",1964,5.539852,"deg C","","temp.hc"
"Newfoundland","environment",1965,4.414975,"deg C","","temp.hc"
"Newfoundland","environment",1966,5.162937,"deg C","","temp.hc"
"Newfoundland","environment",1967,6.926656,"deg C","","temp.hc"
"Newfoundland","environment",1968,7.276722,"deg C","","temp.hc"
"Newfoundland","environment",1969,5.995563,"deg C","","temp.hc"
"Newfoundland","environment",1970,6.268781,"deg C","","temp.hc"
"Newfoundland","environment",1971,5.522906,"deg C","","temp.hc"
"Newfoundland","environment",1972,4.497223,"deg C","","temp.hc"
"Newfoundland","environment",1973,5.075296,"deg C","","temp.hc"
"Newfoundland","environment",1974,5.008931,"deg C","","temp.hc"
"Newfoundland","environment",1975,3.829981,"deg C","","temp.hc"
"Newfoundland","environment",1976,5.336708,"deg C","","temp.hc"
"Newfoundland","environment",1977,4.844041,"deg C","","temp.hc"
"Newfoundland","environment",1978,5.237725,"deg C","","temp.hc"
"Newfoundland","environment",1979,5.103717,"deg C","","temp.hc"
"Newfoundland","environment",1980,5.11285,"deg C","","temp.hc"
"Newfoundland","environment",1981,7.026265,"deg C","","temp.hc"
"Newfoundland","environment",1982,5.239827,"deg C","","temp.hc"
"Newfoundland","environment",1983,6.504437,"deg C","","temp.hc"
"Newfoundland","environment",1984,5.555592,"deg C","","temp.hc"
"Newfoundland","environment",1985,4.731395,"deg C","","temp.hc"
"Newfoundland","environment",1986,4.985387,"deg C","","temp.hc"
"Newfoundland","environment",1987,5.046112,"deg C","","temp.hc"
"Newfoundland","environment",1988,5.035768,"deg C","","temp.hc"
"Newfoundland","environment",1989,3.759256,"deg C","","temp.hc"
"Newfoundland","environment",1990,3.589135,"deg C","","temp.hc"
"Newfoundland","environment",1991,4.085074,"deg C","","temp.hc"
"Newfoundland","environment",1992,5.228659,"deg C","","temp.hc"
"Newfoundland","environment",1993,4.314457,"deg C","","temp.hc"
"Newfoundland","environment",1994,4.878987,"deg C","","temp.hc"
"Newfoundland","environment",1995,4.791494,"deg C","","temp.hc"
"Newfoundland","environment",1996,5.54579,"deg C","","temp.hc"
"Newfoundland","environment",1997,4.55666,"deg C","","temp.hc"
"Newfoundland","environment",1998,4.82313,"deg C","","temp.hc"
"Newfoundland","environment",1999,5.032575,"deg C","","temp.hc"
"Newfoundland","environment",2000,5.614091,"deg C","","temp.hc"
"Newfoundland","environment",2001,5.484557,"deg C","","temp.hc"
"Newfoundland","environment",2002,5.696464,"deg C","","temp.hc"
"Newfoundland","environment",2003,5.788391,"deg C","","temp.hc"
"Newfoundland","environment",2004,4.818586,"deg C","","temp.hc"
"Newfoundland","environment",2005,5.764756,"deg C","","temp.hc"
"Newfoundland","environment",2006,6.329561,"deg C","","temp.hc"
"Newfoundland","environment",2007,4.607032,"deg C","","temp.hc"
"Newfoundland","environment",2008,5.665089,"deg C","","temp.hc"
"Newfoundland","environment",2009,7.294389,"deg C","","temp.hc"
"Newfoundland","predator",1951,106.06,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1953,171.941,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1954,192.851,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1955,104.701,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1956,185.852,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1957,275.457,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1958,240.466,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1959,209.119,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1960,223.014,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1962,190.709,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1963,183.843,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1964,302.49,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1965,232.5,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1967,186.02,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1968,214.086,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1969,184.311,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1970,159.312,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1972,78.647,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1973,166.007,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1974,70.379,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1976,134.491,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1977,59.886,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1978,44.2,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1979,40.299,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1980,64.909,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1981,91.29,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1982,56.975,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1983,115.128,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1984,39.769,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1985,87.318,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1986,34.239,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1987,53.42,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1988,29.767,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1989,29.244,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1990,33.445,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1991,39.876,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1992,25.493,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1993,13.083,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1994,15.099,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","predator",1995,16.481,"kg/tow","trawlsurvey","cod.bio , hal.bio , longsc.bio , monk.bio , smsk.bio , thsk.bio , wolf.bio"
"Newfoundland","prey",1976,734.79965,"t","landings","lob.land.sum"
"Newfoundland","prey",1977,701.50217,"t","landings","lob.land.sum"
"Newfoundland","prey",1978,731.43234,"t","landings","lob.land.sum"
"Newfoundland","prey",1979,888.13797,"t","landings","lob.land.sum"
"Newfoundland","prey",1980,845.14017,"t","landings","lob.land.sum"
"Newfoundland","prey",1981,643.54706,"t","landings","lob.land.sum"
"Newfoundland","prey",1982,544.79178,"t","landings","lob.land.sum"
"Newfoundland","prey",1983,685.23001,"t","landings","lob.land.sum"
"Newfoundland","prey",1984,675.20068,"t","landings","lob.land.sum"
"Newfoundland","prey",1985,710.25299,"t","landings","lob.land.sum"
"Newfoundland","prey",1986,671.0752,"t","landings","lob.land.sum"
"Newfoundland","prey",1987,597.93933,"t","landings","lob.land.sum"
"Newfoundland","prey",1988,676.13629,"t","landings","lob.land.sum"
"Newfoundland","prey",1989,721.29337,"t","landings","lob.land.sum"
"Newfoundland","prey",1990,663.46341,"t","landings","lob.land.sum"
"Newfoundland","prey",1991,845.94315,"t","landings","lob.land.sum"
"Newfoundland","prey",1992,931.16901,"t","landings","lob.land.sum"
"Newfoundland","prey",1993,823.95395,"t","landings","lob.land.sum"
"Newfoundland","prey",1994,778.07169,"t","landings","lob.land.sum"
"Newfoundland","prey",1995,770.74942,"t","landings","lob.land.sum"
"Newfoundland","prey",1996,695.5316,"t","landings","lob.land.sum"
"Newfoundland","prey",1997,617.2379,"t","landings","lob.land.sum"
"Newfoundland","prey",1998,687.98418,"t","landings","lob.land.sum"
"Newfoundland","prey",1999,610.26716,"t","landings","lob.land.sum"
"Newfoundland","prey",2000,636.6951,"t","landings","lob.land.sum"
"Newfoundland","prey",2001,708.75307,"t","landings","lob.land.sum"
"Newfoundland","prey",2002,761.89014,"t","landings","lob.land.sum"
"Newfoundland","prey",2003,785.33294,"t","landings","lob.land.sum"
"Newfoundland","prey",2004,777.85313,"t","landings","lob.land.sum"
"Newfoundland","prey",2005,923.71405,"t","landings","lob.land.sum"
"Newfoundland","prey",2006,978.72222,"t","landings","lob.land.sum"
"Newfoundland","prey",2007,944.49288,"t","landings","lob.land.sum"
"Newfoundland","prey",2008,1053.43328,"t","landings","lob.land.sum"
"Newfoundland","prey",2009,1052.94748,"t","landings","lob.land.sum"
"Newfoundland","prey",2010,1172.13145,"t","landings","lob.land.sum"
"Newfoundland","prey",2011,704.2815,"t","landings","lob.land.sum"
"Nova Scotia","Climate",1950,1.4,"","","nao"
"Nova Scotia","Climate",1951,-1.26,"","","nao"
"Nova Scotia","Climate",1952,0.83,"","","nao"
"Nova Scotia","Climate",1953,0.18,"","","nao"
"Nova Scotia","Climate",1954,0.13,"","","nao"
"Nova Scotia","Climate",1955,-2.52,"","","nao"
"Nova Scotia","Climate",1956,-1.73,"","","nao"
"Nova Scotia","Climate",1957,1.52,"","","nao"
"Nova Scotia","Climate",1958,-1.02,"","","nao"
"Nova Scotia","Climate",1959,-0.37,"","","nao"
"Nova Scotia","Climate",1960,-1.54,"","","nao"
"Nova Scotia","Climate",1961,1.8,"","","nao"
"Nova Scotia","Climate",1962,-2.38,"","","nao"
"Nova Scotia","Climate",1963,-3.6,"","","nao"
"Nova Scotia","Climate",1964,-2.86,"","","nao"
"Nova Scotia","Climate",1965,-2.88,"","","nao"
"Nova Scotia","Climate",1966,-1.69,"","","nao"
"Nova Scotia","Climate",1967,1.28,"","","nao"
"Nova Scotia","Climate",1968,-1.04,"","","nao"
"Nova Scotia","Climate",1969,-4.89,"","","nao"
"Nova Scotia","Climate",1970,-1.89,"","","nao"
"Nova Scotia","Climate",1971,-0.96,"","","nao"
"Nova Scotia","Climate",1972,0.34,"","","nao"
"Nova Scotia","Climate",1973,2.52,"","","nao"
"Nova Scotia","Climate",1974,1.23,"","","nao"
"Nova Scotia","Climate",1975,1.63,"","","nao"
"Nova Scotia","Climate",1976,1.37,"","","nao"
"Nova Scotia","Climate",1977,-2.14,"","","nao"
"Nova Scotia","Climate",1978,0.17,"","","nao"
"Nova Scotia","Climate",1979,-2.25,"","","nao"
"Nova Scotia","Climate",1980,0.56,"","","nao"
"Nova Scotia","Climate",1981,2.05,"","","nao"
"Nova Scotia","Climate",1982,0.8,"","","nao"
"Nova Scotia","Climate",1983,3.42,"","","nao"
"Nova Scotia","Climate",1984,1.6,"","","nao"
"Nova Scotia","Climate",1985,-0.63,"","","nao"
"Nova Scotia","Climate",1986,0.5,"","","nao"
"Nova Scotia","Climate",1987,-0.75,"","","nao"
"Nova Scotia","Climate",1988,0.72,"","","nao"
